ARTICLE_TITLE	PUBLICATION_TITLE	ARTICLE_TEXT	CLUSTER_NUMBER	CLUSTER_LABEL
Shutting the gate to no avail	The Australian	The states should not misuse police time on border patrols Aside from offending our sense of national unity and purpose, the practical benefits of closing state borders are illusory. Enforcing the move with RBT-style checks is a waste of limited resources. Nowhere is this clearer than where Coolangatta at the southern end of the Queensland Gold Coast and Tweed Heads in northern NSW overlap. From 12.01am on Thursday, Queensland Police should have better things to do than guard duty, ready to hit 	1	coronaviruses covid19; social networks; demonstrations protests
Social engineering rife in Victoria’s deep-red budget	The Australian	The state’s big-ticket infrastructure projects are important At a time of bargain basement interest rates, when the Reserve Bank of Australia is urging the states to borrow and build, the infrastructure projects in Tuesday’s Victorian budget will be sound investments. Premier Daniel Andrews and Treasurer Tim Pallas included the $10bn Melbourne Airport Rail Link in partnership with the Morrison government. The state also is contributing $2bn to the state-federal partnership to build fast rail to 	4	pandemics covid19; employment pandemics; coronaviruses employment
Coal ships an issue for business	The Australian	The stranded cargoes are the property of Chinese steel mills The Australian government must tread carefully in efforts to break a deadlock that has seen more than 80 ships carrying $1.1bn worth of Australian coal stranded off the coast of China. It is easy to feel sympathy for the hundreds of international seafarers who have in some cases spent months at anchor with great uncertainty about when they can be reunited with family. But the issue at hand ultimately is one for the companies involved a	4	pandemics covid19; employment pandemics; coronaviruses employment
Xi’s pitch abounded with irony	The Australian	The subtext of the Davos speech was ‘Do as I say’, not ‘Do as I do’ Taken at face value, it would be hard to disagree with a lot of what Chinese President Xi Jinping told the World Economic Forum in Davos by video link on Monday: “The strong should not bully the weak.” Peace and stability depended on “international law and international rules”. Differences should be bridged “through dialogue”; disputes resolved “through negotiation”. “Selective multilateralism” should not be our option. “Equal r	1	coronaviruses covid19; social networks; demonstrations protests
US-China trade deal boosts local market confidence	The Australian	The superpowers’ economic war was a brake on growth Donald Trump sealing a phase-one trade agreement with China has delivered a temporary truce in the superpowers’ destructive trade war. More difficult negotiations await in phase two. But the breakthrough should be a boost to international economic confidence, a point appreciated by Australian investors who propelled the ASX to its third record-breaking session in a row on Thursday. It surpassed the 7000 barrier within minutes of opening and mai	4	pandemics covid19; employment pandemics; coronaviruses employment
Bluetooth handshakes to help reopen the economy	The Australian	The task is to expunge COVID-19 while lifting lockdowns Unlike developed nations such as Britain, France, Italy, Spain and much of the US that continue to battle alarming COVID-19 death rates and caseloads, Australia is well placed to begin resuscitating the economy, while continuing prudent measures to keep the pandemic contained. The opportunity to emerge from lockdown is timely, judging by research released by the Business Council of Australia, which sets out the economic pain inflicted by th	8	gross domestic; domestic product; product gdp
Targeted travel boost a good start	The Australian	The taxpayer-funded measures will pick up where JobKeeper ends Being carefully targeted, the Morrison government’s new support package, bankrolling 800,000 half-priced airfares and providing cheap loans to small and medium businesses coming off JobKeeper should produce a good bang for taxpayers’ bucks. When one dollar is spent on an airline ticket, around $10 is spent on the ground and what the tourism industry needs is tourists, Scott Morrison said when announcing the measures. Travellers will 	4	pandemics covid19; employment pandemics; coronaviruses employment
The thing about Aucklanders is that, wherever they live, the [... ] [Derived headline ]	The New Zealand Herald	The thing about Aucklanders is that, wherever they live, they think theirs the best part of town. And that means that some people stay put for a very long time, gathering long memories of a gentler time when the city was still surprisingly rural and the roads uncrowded. The late owner of our house in St John’s bought it in 1951 for his bride-to-be when the area was mostly trees and paddocks, and lived there until he was 102. The stunning modern property in Tindalls Bay was added behind the sweet	1	coronaviruses covid19; social networks; demonstrations protests
A ‘phony’ recession still requires real reform	The Australian	The true scale of economic damage won’t emerge until 2021 In the eight months between Britain’s declaration of war on Germany in September 1939 and the German invasion of France in 1940, life proceeded more or less as normal — so much so the calm became known as “the phony war”. For many Australians today, the prevailing recession might appear equally benign, even pleasant. Such is the deluge of federal government support, household income is in fact greater than it was last year and many of us 	8	gross domestic; domestic product; product gdp
After Trump impeachment US needs stability, new start	The Australian	The upheavals should not dominate Mr Biden’s first months in office Donald Trump still does not appear to grasp the ignominy that surrounds him after last week’s violent assault by a mob of his supporters on the Capitol, the heart of US democracy. Ahead of Thursday’s vote, Australian time, in the House of Representatives which awarded him the singular dishonour of becoming the first president in US history to be impeached twice, he spoke contemptuously of the process that convicted him on a char	1	coronaviruses covid19; social networks; demonstrations protests
Anzac Day to be a healthy sign of post-Covid recovery	The Australian	The virus has not dimmed our dedication to the ‘one day of the year’ The nation’s post-COVID recovery would fall far short of expectations if Anzac Day, the day that unites Australians like no other, did not return to as normal a commemoration as possible next month. Last year — deep in the first COVID-19 lockdown, when an effective, safe vaccine seemed a distant hope — Australians lit up the dawn on Anzac Day, gathering in driveways, on balconies or at windows at 6am to hold up a candle or a li	3	pandemics covid19; coronaviruses pandemics; vaccines coronaviruses
Grateful for alert level 2 FROM THE EDITOR	Bay of Plenty Times	The weekend’s Thames Valley club rugby finals will go down in history for the way communities backed our local teams despite the restrictions placed on us by a global pandemic. Watching the joy on the faces of the Red and White team supporters outside the fence at Waihi Athletic on Saturday was gold. We have to be grateful, because for a while there it looked like we wouldn’t get any winter sport at all. Not even surfing. This week we had sunshine, waves and top notch club rugby on the Coromande	1	coronaviruses covid19; social networks; demonstrations protests
Kiwis dig deep	Herald on Sunday	The widespread panic-buying that preceded the nation’s Covid-19 lockdown was not just contained to supermarkets and toilet paper. There was also a major run on garden centres and the gardening sections of hardware stores. It seems the combination of the fear of running out of food, and having nothing to do, had people reaching for the seedling punnets, with intentions of growing their own at home. It is likely a proportion of those buyers are gardening novices, indicating a radical turnaround af	1	coronaviruses covid19; social networks; demonstrations protests
Grim resurgence of pandemic	The Australian	The world needs better planning for the next viral challenge The grim milestone the world has reached with more than 10 million confirmed coronavirus cases and 500,000 deaths is a sobering reminder that, with infections still surging, the battle against the pandemic is far from over. As the University of Minnesota’s Centre for Infectious Disease Research and Policy director Michael Osterholm said: “This is one big forest fire that keeps burning and looking for wood to burn, and that happens to b	3	pandemics covid19; coronaviruses pandemics; vaccines coronaviruses
Lessons of Donald Trump should not be forgotten	The Australian	The worst response to mob action is the tyranny of another mob There is a long way still to go to resolve the incendiary events that have rocked the US in the wake of President Donald Trump’s election defeat. But there are procedures to deal with them that can preserve the dignity of a democracy that remains a beacon of freedom for the world. These processes will best be conducted with legal precision and away from the heat of the moment. The worst response to mob behaviour is the tyranny of ano	1	coronaviruses covid19; social networks; demonstrations protests
Protest in the time of Covid-19	The Australian	There are many ways to raise our voices for the public good Championing free speech is one of our missions, especially in an era when many powerful forces are allied against it, including foreign governments, university administrators and rampant groupthink in its many dismal guises. Defending the right of people to be heard is not pain-free either, as it often involves giving free air to bad ideas or cranks. Yet there are reasonable limits to what is OK in the public square, especially when the	1	coronaviruses covid19; social networks; demonstrations protests
Beware second-wave calamities	The Australian	There is a looming corporate and labour market crunch In a month Australia will be in winter. Until now we’ve managed to suppress the rate of coronavirus infections well beyond expectations, via early border controls, quarantine and strict social restrictions. Three months ago when we imposed a ban on travellers from China, extending it to Iran and Italy, biosecurity experts believed the best-case scenario would be if 20 per cent of us were infected, or about five million people; with an anticip	1	coronaviruses covid19; social networks; demonstrations protests
Time to end impasse in Israel	The Australian	There is no certainty Benny Gantz can form a government It remains to be seen whether Israeli opposition leader Benny Gantz being given the first crack at forming a new government following the March 2 election really does signal the end of the road for Benjamin Netanyahu, the Jewish state’s longest-serving prime minister. A joint meeting President Reuven Rivlin held with both men after making the announcement of Mr Gantz’s mandate suggests it may not. So does the veteran Mr Netanyahu’s long rec	7	prime ministers; politics prime; parents parenting
Class action profits out of order	The Australian	There is no such thing as a litigation-led economic revival The best class action is one that’s prevented. An increase in this kind of litigation is often a sign of problems that should have been fixed or avoided entirely years before. Sometimes, when a large number of ordinary people do suffer serious injury or loss and face complex litigation against deep-pocket defendants, there may be no other remedy than a class action, but the collateral damage of court disputes can be great, and it’s vita	1	coronaviruses covid19; social networks; demonstrations protests
Wounded Andrews finally settles for the achievable	The Australian	There is nothing to celebrate in any of Victoria’s trials Victorian Premier Daniel Andrews made two overdue admissions following the resignation of the state’s most senior public servant, Chris Eccles, on Monday. On lifting the stifling lockdown restrictions placed on Victorians under emergency powers he oversees, Mr Andrews said: “We will have to make concessions to what is achievable.” He then said: “Being popular or political has never been less important to me.” Victoria and the nation can o	1	coronaviruses covid19; social networks; demonstrations protests
Flawed bill risks mental welfare	The Australian	There is something unusual going on when a draft criminal law declared essential to protect gay men, lesbians and transgender people from harmful “conversion therapy” generates serious concern among groups as disparate as psychiatrists, physicians, religious leaders, feminists, lesbians and gay men — or at least some of them. That’s the reality as the Victorian government’s bill to outlaw conversion therapy is due to return to state parliament for debate on Thursday. The concern of the Royal Aus	1	coronaviruses covid19; social networks; demonstrations protests
EDITORIAL More on buses could make them safer	Bay of Plenty Times	There will always be people who think the law does not apply to them and feel entitled to take what they want, however they want, from innocent victims. They couldn’t care less about how they make people feel or the consequences their actions will have on others. They’re the types of people society could happily live without — but unfortunately, we are yet to find a way to get rid of this toxic behaviour from our communities and, in recent weeks, bus drivers have been the target. First Union org	1	coronaviruses covid19; social networks; demonstrations protests
Backing our values while engaging a prickly Beijing	The Australian	There’s more turbulence ahead in our trading with China An Indian ship with 160,000 tonnes of Australian coking coal bound for Japan has been held captive in Chinese waters. India and China have their own problems, but the cargo is also a credible pointer to Australia’s worsening relations with our No 1 trade partner. China’s displeasure with Australia’s sovereign policy decisions has been made crystal clear. Imposts and restrictions, probably of a punitive nature, have been announced on our exp	2	climate change; national security; environmental policy
China’s trade intimidation risks economic self-harm	The Australian	These are dark days for diplomacy and open global systems Brewers of world-renowned Tsingtao beer, based in the Chinese port city of Qingdao, get their malting barley from Australia, 8000km away. They could buy the annual 200,000 tonnes of grain from Canada, Ukraine or even locally, but there’s a simple reason they choose ours. “It’s the best quality,” a Tsingtao spokeswoman told The Weekly Times in November. Now our barley exporters have been threatened with an 80 per cent tariff from as early 	4	pandemics covid19; employment pandemics; coronaviruses employment
It’ s time to maximise the nation’s economic recovery	The Australian	Things are looking up, but governments still must manage carefully The signs are promising that the national economy is starting to emerge well from the self-imposed recession engineered to help combat the COVID-19 pandemic. A rebound in jobs, company profits and the sharemarket performance of the top 200 listed companies are all positive signals. The challenge ahead is for government to skilfully withdraw the support that has helped to keep things afloat, so the job of debt reduction and budget	8	gross domestic; domestic product; product gdp
Crunch time for our universities	The Australian	This is a once-in-generation chance to reconfigure higher education Federal Education Minister Alan Tudge has asked for good ideas on how to boost collaboration between universities and business. “We want our high-quality research to better translate into the breakthrough products, new businesses and ideas we need to grow our economy and improve our society,” Mr Tudge said last Friday in his first major speech on higher education. His department’s consultation paper points out that Australia lag	2	climate change; national security; environmental policy
EDITORIAL	Bay of Plenty Times	This week was another stunner on the Coromandel. How can you not be feeling good about where you live, when we’ve had the surf, the live music and the entertainment on offer? It seems half of Auckland had the same idea about the best place to be right now ... as the traffic queues unfortunately proved on Monday. Cars were backed up from Tairua almost to Whenuakite at one point after the Whitianga Summer Concert, which drew 16,000 people, and this was just one of the attractions of Whitianga and 	1	coronaviruses covid19; social networks; demonstrations protests
EDITORIAL Campaign promotes shop local	Bay of Plenty Times	This week we publicise a campaign that was launched by hard-working local women retailers with the sole purpose of inspiring Waihi people to support, and shop, local. The phrase “Local is the New Black” is a play on the famous fashion phrase that highlights the popularity of the colour black in fashion. In the time since these Waihi retailers put their Local is the New Black banners up in stores, the terrible reality for many black people living in fear in America came to a head. George Floyd wa	1	coronaviruses covid19; social networks; demonstrations protests
FROM THE EDITOR	Bay of Plenty Times	This week, community board meetings were held in Pāuanui and Whangamatā. Around 10 people attended at Tairua-Pāuanui’s meeting and 30 came to listen to, or address, the Whangamatā Community Board on Tuesday. Most were at Whangamatā to share views on a boardwalk that TCDC plans to build on sand dunes. The speakers got three minutes each in the public forum — some managing to encapsulate a lifelong love of Whangamatā beach in that time. There was Taff Kennings, who’d surfed here for 55 years, Paul	1	coronaviruses covid19; social networks; demonstrations protests
We must not forget lessons learnt in 2020	The New Zealand Herald	This year is one many of us may choose to forget but for business there are some important lessons to remember. As Covid-19 spread around the world, people were forced to adapt to working from home. For some their life improved immeasurably. The daily commute was gone. Health, happiness and overall quality of life improved. Many were happy and better off to continue working from home. For others, they couldn’t wait to get back to the workplace. Lockdown with a young family was no walk in the par	1	coronaviruses covid19; social networks; demonstrations protests
Cautious hope in Afghanistan	The Australian	Time will tell if the Taliban severs links with terror groups After 18 years of interminable conflict in Afghanistan, hopes surrounding the seven-day “reduction of violence” goodwill truce Donald Trump has agreed with the Taliban are clear. According to US Secretary of State Mike Pompeo, if the agreement holds it will be followed on Saturday by a historic signing of “a comprehensive and permanent ceasefire and the future political road map for Afghanistan”. An immediate start would be made on th	1	coronaviruses covid19; social networks; demonstrations protests
Pushing envelope for recovery	The Australian	To restore jobs, we must choose reform and open borders Josh Frydenberg described the May labour force statistics as a devastating set of figures. In two months, the number of jobs liquidated was 835,000. People are abandoning the labour market. If the participation rate had stayed at its pre-pandemic highs, the unemployment rate would be 11.3 per cent rather than 7.1 per cent, which is bad enough. At the end of the previous deep recession, Australia’s jobless rate was 11 per cent. It prompted s	8	gross domestic; domestic product; product gdp
COMMENT Chance for older people to take lead	The Northern Advocate	Today marks the International Day of Older Persons, a life stage given a unique slant in the year of Covid. While older people in New Zealand face their own problems, we also have an opportunity to help the younger generation see a future they are struggling to envisage. The definition of an “older person” is subjective, but for the purpose of this column let’s talk about those aged 60-plus. Covid has seen the retirement plans of many disrupted through job loss and plunging interest rates. Those	1	coronaviruses covid19; social networks; demonstrations protests
EDITORIAL	Wanganui Chronicle	Today we enter the second half of a four-week lockdown in our fight against Covid-19. Hopefully, we’re over the hump. Whatever happens at the end these four weeks — whether the lockdown is extended or we can begin to open up again — we are closer to the end than we’ve ever been since we retreated into our bubbles on March 26. By all accounts we’re doing a great job. At seven, the number of Covid-19 cases in the region remains low and there has been no new case for almost a week. This is a direct	1	coronaviruses covid19; social networks; demonstrations protests
IR blueprint points back to the future for Albanese	The Australian	Tougher rules, less flexibility is the ALP plan for the workplace As pressure builds for the federal ALP to reconnect with voters and break its entrenched pattern of electoral failure, Anthony Albanese has turned back to the future with an industrial relations promise of greater regulation and less flexibility. In a detailed speech to be delivered in Queensland on Wednesday, the Opposition Leader uses modest reforms proposed by the Morrison government to reanimate the ghost of John Howard’s Work	4	pandemics covid19; employment pandemics; coronaviruses employment
Debate is a cure, not a malady	The Australian	Troubled teenagers in gender clinics deserve the best care The “dear minister” letter from the Royal Australasian College of Physicians powerfully reinforces the case for open and rigorous scrutiny of youth gender clinics, not that the college realises this. In a brief response to a request for “urgent” advice from federal Health Minister Greg Hunt back in August, the college admits these clinics give vulnerable young people life-altering treatments based on evidence weakened by “gaps” and “limi	1	coronaviruses covid19; social networks; demonstrations protests
Countering Beijing’s aggression	The Australian	Trump administration’s clear warning on South China Sea Four years ago the Permanent Court of Arbitration in The Hague flatly rejected Beijing’s claims of sovereignty over virtually the entire South China Sea. But that time lag does nothing to diminish the significance of the Trump administration’s action now in formally declaring the claims to be “completely unlawful” and explicitly warning that “the world will not allow Beijing to treat the South China Sea as its maritime empire”. Amid rising 	1	coronaviruses covid19; social networks; demonstrations protests
Innocent Syrians caught in Assad’s murderous assault	The Australian	Turkey, Russia and Iran deepen the humanitarian crisis After nine years of unrelenting civil war that already has cost at least 500,000 lives and has displaced more than 16 million people, it is hard to believe Syria could be confronting even greater misery. That, however, is the grim forecast of international aid agencies as the murderous Assad regime, aided and abetted by its Russian and Iranian patrons, prosecutes a savage onslaught against northwestern Idlib province, the last rebel-held enc	1	coronaviruses covid19; social networks; demonstrations protests
Tech giants’ censorship of history must be thwarted	The Australian	Twitter, Facebook’s cancelling Donald Trump smacks of dictatorship Incoming US president Joe Biden would show his country and the world he is a genuine libertarian and democrat if he took the lead in insisting that Twitter, Facebook, Google and other players overturn their alarming efforts to silence Donald Trump online. Regardless of his faults as a world leader, including his egregious behaviour last week, Mr Trump is an important figure at a fascinating point in history. His election in 2016,	1	coronaviruses covid19; social networks; demonstrations protests
FROM THE EDITOR Te Reo a reminder of NZ’s beauty	Wanganui Chronicle	Two simple words that I love hearing spoken. Why? Because every time I hear them, they remind me I live in a beautiful country with a rich culture and history that is unique and, most importantly, needs to be celebrated and kept alive. As an English import to this country, I am the first to admit my Māori pronunciation is not always perfect, or in fact, anywhere near. At times, it is downright abysmal. Try as I might, my Devonshire twang and the same inability to roll my Rs that drove three cons	1	coronaviruses covid19; social networks; demonstrations protests
A brazen anti-Semitic ‘blacklist’	The Australian	UN targets companies employing hundreds of Palestinians In 2018 Nikki Haley, Donald Trump’s UN ambassador at the time, was right on the money when she described the UN Human Rights Council as a “cesspool of political bias” against Israel. Her exasperated assessment then is even more relevant now following the publication of the council’s “blacklist” of 112 international and local companies operating in the Israeli-occupied territories. It’s a shameful attempt to strike a blow against the Middle 	2	climate change; national security; environmental policy
Trump’s legacy forever tarnished	The Australian	US Capitol footage broadcast during the trial was unforgettable Because of party-political imperatives, it was always improbable that enough Republicans would break ranks to give the Democrats the two-thirds majority of 67 they needed to convict Donald Trump in his second US Senate impeachment trial. The 57-43 vote for conviction on an “incitement of insurrection” charge, while it fell short, however, is unlikely to change the reality that his White House legacy will be forever tarnished by the 	1	coronaviruses covid19; social networks; demonstrations protests
Biden voters in hunt for Trump	The Australian	US Democrats have ditched the extremism of Bernie Sanders Joe Biden’s victories in the latest US primaries should leave President Donald Trump in no doubt about the head of steam Democrats are building up in their bid to retake the White House. The former vice-president’s double-digit win over Bernie Sanders in Michigan, which the democratic socialist won against Hillary Clinton four years ago, showed the party’s determination to ensure it ends up with a moderate. Above all, it needs an electabl	6	political campaigns; diplomatic consular; consular services
Dangerous message on Korea	The Australian	US allies should contribute a fair amount to their defences Reports Donald Trump is considering options to reduce the 28,500-strong US military deployment in South Korea may be “negotiating bluster” aimed at persuading Seoul to stump up more cash for its own defence. Even if that is the case, it would be hard to imagine anything more likely to echo around the world as a sign of US weakness at a dangerous time of rising tensions over Chinese aggression in our region. As The Wall Street Journal co	1	coronaviruses covid19; social networks; demonstrations protests
RBA’s historic package to build a ‘bridge’ to recovery	The Australian	Ultra-low interest rates are here for years, but not forever The Reserve Bank of Australia is pulling out all stops to reduce the economic and financial carnage from the coronavirus pandemic. Running low on traditional monetary firepower, on Thursday the central bank pulled out its emergency “Big Bertha” howitzer. RBA governor Philip Lowe announced a rescue effort, including an all-time low cash rate of 0.25 per cent (down from 0.5 per cent); the start of quantitative easing via secondhand Treas	3	pandemics covid19; coronaviruses pandemics; vaccines coronaviruses
EDITORIAL Rhetoric must be reinforced now with substance	Wanganui Chronicle	Under Jacinda Ardern’s stewardship, Labour is pushing into the unknown with a historic milestone. After winning a second term with a massive 49per cent of the vote and a 64-seat mandate, the Government now faces the challenge of living up to it. Labour has never won more than 60 seats and occupied the centre of New Zealand politics as emphatically as it does now. In the MMP era, Helen Clark took the party to a 52-seat victory in 2002. National’s John Key had 60 in 2014. Ardern is only 40 and alr	1	coronaviruses covid19; social networks; demonstrations protests
EDITORIAL Rhetoric must be backed up	The Northern Advocate	Under Jacinda Ardern’s stewardship, the Labour Party is pushing into the unknown. After winning a second term with a massive 49per cent of the vote, and a 64-seat mandate, the Government now faces the challenge of living up to it. Labour has never won more than 60 seats and occupied the centre of New Zealand politics as emphatically as it does now. In the MMP era, Helen Clark took the party to a 52-seat victory in 2002. National’s John Key had 60 in 2014. In Ardern, Labour has a leader who is on	1	coronaviruses covid19; social networks; demonstrations protests
Trump presidency dying in futile assault on democracy	The Australian	Under attack from mob violence, the US institutions stood resilient Wednesday, January 6, was a day of dark infamy, not epiphany, in the US when a mob of violent Donald Trump supporters, their rage fuelled by the defeated President’s lies about a stolen election, stormed the US Capitol. The assault on one of the world’s great citadels of liberty was inexcusable, as was Mr Trump’s failure to call off the mob as the assault unfolded. In a pointed, poignant speech broadcast from Delaware during the	6	political campaigns; diplomatic consular; consular services
Students lack civics knowledge	The Australian	Understanding how democracy and the political system work is basic The past 12 months have underlined the fragility but also the resilience of democracy. The raid on the Capitol in Washington DC, claims of vote rigging in the US and elsewhere, evidence of foreign interference in Australia and other nations, and some Australian premiers going too far in usurping the rights of citizens with extreme restrictions on freedom of movement during the COVID-19 pandemic are important matters for public de	7	prime ministers; politics prime; parents parenting
Safeguarding jobs must be Fair Work’s main priority	The Australian	Union claim for a minimum wage rise is strikingly excessive The employment statistics for April were sobering enough, with almost 600,000 jobs lost and 490,000 workers exiting the labour market. But the survey was taken a month ago, so the headline unemployment rate of 6.2 per cent doesn’t yet convey the carnage in the real economy from the policy-induced shutdowns to slow the rate of new coronavirus cases. More telling were figures for total hours worked last month, which slumped by 9.2 per cen	8	gross domestic; domestic product; product gdp
EDITORIAL Trump now faces tough election	The Northern Advocate	United States President Donald Trump is famously not shy about self-promotion and praise. But should he win re-election in seven months, even after the country has staggered through an economy-busting health emergency, it would truly be a historic achievement. The US only had 332 cases and 17 Covid-19 deaths just over a month ago. But it now tops worldwide case numbers with more than 312,100 cases and 8500 deaths. It took 66 days for the country to get to 100,000 cases but only five days to then	6	political campaigns; diplomatic consular; consular services
Queensland would stage a brilliant Olympic Games	The Australian	Unity between political and sports leaders should clear the last fence Cycling on a sunny winter’s day beside the ocean at Alexandra Headland on the Sunshine Coast. Equestrian eventers charging across the rolling terrain of a leafy golf course near the heart of Brisbane. Beach volleyball at the Gold Coast. Hockey on synthetic turf at Ballymore. A bounty of gold in the pool. Southeast Queensland’s bid to host the 2032 Olympics and Paralympic Games, endorsed unanimously as the preferred candidate 	1	coronaviruses covid19; social networks; demonstrations protests
Lessons from the coronavirus	The Australian	Universities need strategies to avoid over-reliance on China University campuses will feel like different places this semester with as many as one in 10 students absent, at home in China because of the coronavirus. In an over-reaction, Chinese authorities have accused the Morrison government of succumbing to “panic and over-action” in stopping flights between the two countries. But most students and their families are unlikely to blame Australia for the situation. They are familiar with the extr	2	climate change; national security; environmental policy
A jobs survey provides hope of a faster recovery	The Australian	Until JobKeeper goes, the real jobless rate is a mystery In a deluge of depressing economic news the latest unemployment figures are a welcome, if surprising, relief. Far from rising significantly, as economists expected, the jobless rate dropped to 6.8 per cent from 7.5 per cent in July, the first decline since the start of the pandemic. More than 110,000 new jobs were created between July and August, the month Victoria crushed activity in the nation’s second-biggest state with a second, more s	4	pandemics covid19; employment pandemics; coronaviruses employment
Confidence will be vital in nation’s Covid comeback	The Australian	Vaccinations should be a boost for business, investment and jobs Compared with most nations, Australia has begun the vaccine rollout in a strong position. As of Saturday, the nation had 39 active coronavirus cases, including 25 in Victoria after the Holiday Inn outbreak was brought to heel. Nine people were in hospital with COVID across the nation and one person was in intensive care. No new locally acquired cases were reported. The Morrison government and medical authorities have been in the fo	5	disease transmission; transmission covid19; coronaviruses pandemics
When the world falls apart some things stay in place	The Australian	Values, strategy and natural advantages will get us through Tuesday is supposed to be budget day, Josh Frydenberg’s annual set piece of taxing and spending. Last year the extravaganza was brought forward to April, effectively kicking off Scott Morrison’s sprint to an election the following month. It was the Treasurer’s first budget speech, with the opening couplet: “The budget is back in the black and Australia is back on track.” But drought, a US-China trade war, skittish markets, an investment	8	gross domestic; domestic product; product gdp
The hallmarks of a police state	The Australian	Victoria has set the standard for mishandling the pandemic It’s a gruesome scenario most of us know only from films. Just a few people in Australia who have lived under the Nazis, the Stasi or China’s national security laws know the reality. The knock on the door, the fear and shock as police arrest someone in the home for a supposed crime against the state — often expressing a view contrary to the diktats of the ruling elite. This time last year, the idea that any Australian police force would 	1	coronaviruses covid19; social networks; demonstrations protests
Andrews’ ‘ring of steel’ costs more jobs each day	The Australian	Victoria must emulate the approach of NSW without delay Victorian Premier Daniel Andrews’ profoundly disappointing non-steps towards opening up his state, announced on Sunday, reflect his centrist “big government know best” mindset. They also show deep distrust. New COVID-19 cases in Victoria (one on Saturday, two on Sunday) are fewer than in NSW. But Mr Andrews does not appear to believe in the ability of his health system to keep the virus at bay through effective contact tracing. Nor does he 	1	coronaviruses covid19; social networks; demonstrations protests
Andrews must seek best advice	The Australian	Victoria needs its talented business leaders at the top table Hard cases make bad law, goes the legal aphorism. Global crises can make or break formal constitutions. Australia’s Constitution, not the product of revolution, has steered us through two World Wars and the Depression. So far, the coronavirus pandemic has been managed with common sense and pragmatism. The most obvious symbol of our ability to improvise in a crisis has been the relatively smooth operation of the national cabinet, which	5	disease transmission; transmission covid19; coronaviruses pandemics
Come clean on Covid-19 fiasco	The Australian	Victoria should have accepted ADF help with quarantining When the history of Australia’s second wave of coronavirus is written, the Victorian government’s bungling of hotel quarantining will feature as a major turning point. In the current climate, blame games are of secondary importance in view of the health and economic challenges that continue to face authorities. But as the Andrews government continues digging itself into a deeper hole over its failure to take up offers of help by the Austra	9	hotels motels; economic reform; motels quarantine
‘Cautious pause’ last straw for Andrews’ wasteland	The Australian	Victorians have had enough of driving 25km to nowhere A “cautious pause’’, as Victorian Premier Daniel Andrews claimed? No way. His decision to delay relaxing restrictions is paralysis by diktat. The shutdown is costing $100m a day in lost GDP, 1200 jobs a day and $200m a day in federal taxpayer support. The cost to personal relationships, mental health and young people’s prospects is almost incalculable. After months of lockdown, most of it out of all proportion to the state’s COVID-19 situatio	1	coronaviruses covid19; social networks; demonstrations protests
Bill to create police state has no place in this nation	The Australian	Victorians never imagined such a regime prevailing here As the pandemic curve continues to flatten in Victoria, Premier Daniel Andrews’s descent into dictatorial hubris deepens. A group of eminent retired jurists and senior counsel have expressed their alarm at the draconian measures contained in Mr Andrews’s draft COVID-19 Omnibus legislation. It effectively would transform Victoria into a police state, with all the odious trappings that entails. The human-rights zealots who proliferate in the 	3	pandemics covid19; coronaviruses pandemics; vaccines coronaviruses
Gobbo farce mockery of justice	The Australian	Victorians will suffer the effects of the scandal for years Former Victoria Police commissioners and serving senior police stand condemned over the Lawyer X scandal, which amounted to the worst police corruption in the nation’s history. The saga, elucidated in the submissions of Chris Winneke QC, counsel assisting the Royal Commission into the Management of Police Informants, casts grave doubt over the conduct of law and order in our second largest state. It also calls into question the convicti	1	coronaviruses covid19; social networks; demonstrations protests
Risk aversion comes with a heavy cost to the state	The Australian	Victoria’s Daniel Andrews needs to have confidence in his team The 800 deaths caused by the failure of Victoria’s hotel quarantine scheme last year have scarred the ability of Premier Daniel Andrews to make decisions on how best to deal with further outbreaks. Given the catastrophic results that flowed from the Andrews government’s incompetence, forensically detailed by the Coate inquiry report, it is understandable that Mr Andrews is hyper-vigilant to ensure there is no repeat performance. The 	9	hotels motels; economic reform; motels quarantine
It’s time for Dan Andrews to seek more outside help	The Australian	Victoria’s Premier can’t win in solo combat and needs allies Given the monumental challenges facing Victoria as it attempts to navigate its way out of harsh COVID-19 lockdown measures, it is possible to have some compassion for Premier Daniel Andrews. Despite his authoritarian response, poor consultation and reluctance to seek expert help from outside his state, Mr Andrews no doubt is motivated by a desire to keep people safe. The point has been reached, however, to acknowledge that events in Vi	5	disease transmission; transmission covid19; coronaviruses pandemics
Getting criminal appeals right	The Australian	Victoria’s appellate court has a record of being overturned The contrast is stark. In its first decade Victoria’s Court of Appeal came under scrutiny by the High Court on 17 occasions involving criminal matters, far less often than its NSW counterpart, and its decisions were reversed only twice. Since 2005, when Chris Maxwell was sworn in as its second president, Victoria’s appellate court underwent review by our highest court 37 times and had to be corrected in 16 criminal cases, according to a	6	political campaigns; diplomatic consular; consular services
Reason abandoned in a senseless Covid-19 panic	The Australian	Victoria’s bureaucratic overkill is treating its citizens with contempt Road safety guidelines for long-distance motoring is consistent between states, including Victoria: Stop, revive, survive — for 15 minutes every two hours. We would much rather serve you a cup of tea than cut you out of a car. If you experience feeling sleepy, tired or exhausted while driving, you need to stop. Get out of the car, breathe fresh air, stretch your legs. Unless you’re heading for Victoria in a mild COVID -19 ou	3	pandemics covid19; coronaviruses pandemics; vaccines coronaviruses
